OBJECTID,year,quarter,light_desc,light_code,county_des,county_no,muni_desc,muni_code,junction_d,junction_c,collision_,collisio_2,surf_cond_,surf_con_2,lane_code,rd_cond_de,rd_cond_co,rd_div_des,rd_div_cod,fix_obj_de,fix_obj_co,report_no,report_typ,weather_de,weather_co,acc_date,acc_time,loc_code,signal_fla,signal_f_2,c_m_zone_f,agency_cod,area_code,harm_event,harm_eve_2,harm_eve_3,harm_eve_4,rte_no,route_type,rte_suffix,log_mile,logmile_di,logmile__2,mainroad_n,distance,feet_miles,feet_mil_2,distance_d,reference_,referenc_2,referenc_3,referenc_4,latitude,longitude,crashdate,date,Field1,x,y
52,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE4139009Y,Injury Crash,,6.01,20210510,6/23/2023 6:38:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,3.074,East,E,W SALISBURY PKWY,0,Feet,F,E,1430,MU,,LAKE ST,38.36686,-75.60699,20210510,5/10/2021 12:00:00 AM,,-75.6069927234354,38.3668644277512
53,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Other,88,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE41610068,Injury Crash,,6.01,20210618,6/23/2023 1:12:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,828,MU,,0.87,North,N,EASTERN SHORE DR,0,Feet,F,N,2830,MU,,E VINE ST,38.35215,-75.58765,20210618,6/18/2021 12:00:00 AM,,-75.5876467324107,38.3521521108313
54,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE6197001Z,Injury Crash,,6.01,20210521,6/23/2023 10:55:00 AM,22,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,2.781,East,E,W SALISBURY PKWY,500,Feet,F,E,760,MU,,DELAWARE AVE,38.3607,-75.59071,20210521,5/21/2021 12:00:00 AM,,-75.5907138027997,38.3607014699969
55,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,0,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2149001F,Injury Crash,,6.01,20210609,6/23/2023 6:28:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,415,MU,,0.25,East,E,E CARROLL ST,0,Feet,F,E,828,MU,,EASTERN SHORE DR,38.36301,-75.59481,20210609,6/9/2021 12:00:00 AM,,-75.5948095744023,38.3630054890122
56,2021,Q2,Daylight,1,Wicomico,22,,133,,11.04,Same Direction Rear End,3,Wet,1,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,ZV12820017,Property Damage Crash,Raining,3,20210611,6/23/2023 9:59:00 AM,,No,N,N,WICOMICO,UNK,Other Vehicle,1,Other Vehicle,1,1173,MU,,0,South,S,HARBOR POINTE DR,100,Feet,F,S,70,CO,,PEMBERTON DR,38.35553,-75.63758,20210611,6/11/2021 12:00:00 AM,,-75.6375808003136,38.355528399616
57,2021,Q2,Daylight,1,Wicomico,22,,133,,6.01,Single Vehicle,17,Wet,1,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,MSP6843005N,Property Damage Crash,Raining,3,20210609,6/23/2023 7:53:00 PM,,No,N,N,MSP,UNK,Off Road,16,Not Applicable,0,50,US,BU,6.562,East,E,E SALISBURY PKWY,500,Feet,F,E,83,MU,,AUTUMN GROVE CT,38.35459,-75.59834,20210609,6/9/2021 12:00:00 AM,,-75.5983416662349,38.3545883328853
58,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE41610067,Injury Crash,,6.01,20210615,6/23/2023 5:00:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,1895,MU,,1.57,West,W,NAYLOR MILL RD,0,Feet,F,W,0,UU,,NO NAME,38.35215,-75.58765,20210615,6/15/2021 12:00:00 AM,,-75.5876467324107,38.3521521108313
59,2021,Q2,Daylight,1,Wicomico,22,,133,Not Applicable,0,Same Direction Rear End,3,Wet,1,1,Not Applicable,0,"Two-way, Not Divided",1,Not Applicable,0,DE11380007,Property Damage Crash,Raining,3,20210415,6/23/2023 3:34:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,765,MU,,2.8,North,N,DIVISION ST S,100,Feet,F,N,823,MU,,DYKES RD,38.33832,-75.59935,20210415,4/15/2021 12:00:00 AM,,-75.5993516525567,38.3383218489742
60,2021,Q2,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Single Vehicle,17,Not Applicable,0,1,No Defects,1,"Two-way, Not Divided",1,Light Support Pole,8,DE1170009G,Injury Crash,,7.01,20210512,6/23/2023 1:50:00 AM,,Yes,Y,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,1330,MU,,0.41,East,E,W ISABELLA ST,0,Feet,F,E,760,MU,,DELAWARE AVE,38.37151,-75.6071,20210512,5/12/2021 12:00:00 AM,,-75.6071031152165,38.3715105835466
61,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Head On Left Turn,2,Wet,1,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE6197001V,Property Damage Crash,Raining,3,20210419,6/23/2023 3:46:00 PM,22,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,520,MU,,0.67,West,W,E CHURCH ST,0,Feet,F,W,1900,MU,,NAYLOR ST,38.3607,-75.59071,20210419,4/19/2021 12:00:00 AM,,-75.5907138027997,38.3607014699969
62,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Sideswipe,7,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE7191005D,Property Damage Crash,,6.01,20210612,6/23/2023 11:35:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,5.47,North,N,N SALISBURY BLVD,120,Feet,F,N,1632,MU,,E MAIN ST,38.36598,-75.59529,20210612,6/12/2021 12:00:00 AM,,-75.5952919410702,38.3659822575752
63,2021,Q2,Daylight,1,Wicomico,22,,133,Not Applicable,0,Same Direction Right Turn,8,Dry,2,2,No Defects,1,"Two-way, Divided, Unprotected (painted >4 feet) Median",3,Not Applicable,0,DE41120006,Property Damage Crash,,6.01,20210615,6/23/2023 3:00:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,4.17,North,N,S SALISBURY BLVD,100,Feet,F,N,631,MU,,W COLLEGE AVE,38.34955,-75.60168,20210615,6/15/2021 12:00:00 AM,,-75.6016784711845,38.3495505493185
64,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Rear End,3,Dry,2,1,No Defects,1,,5.01,Not Applicable,0,DE41610062,Property Damage Crash,,6.01,20210512,6/23/2023 7:21:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,13,US,BU,4.53,North,N,S SALISBURY BLVD,500,Feet,F,N,2600,MU,,SOUTH BLVD,38.37576,-75.52435,20210512,5/12/2021 12:00:00 AM,,-75.5243433231858,38.3757607102886
65,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Angle Meets Right Turn,12,Dry,2,3,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Curb,4,MSP7131001L,Property Damage Crash,,6.01,20210621,6/23/2023 3:39:00 PM,,Yes,Y,N,MSP,UNK,Other Vehicle,1,Other Vehicle,1,13,US,,12.65,North,N,N SALISBURY BLVD,0,Feet,F,N,1897,MU,,E NAYLOR MILL RD,38.40917,-75.5678,20210621,6/21/2021 12:00:00 AM,,-75.5677993999223,38.4091688830376
66,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Divided, Unprotected (painted >4 feet) Median",3,Not Applicable,0,DE2180005J,Property Damage Crash,,6.01,20210416,6/23/2023 10:53:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,6.86,North,N,N SALISBURY BLVD,0,Feet,F,N,1950,MU,,NORTHWOOD DR,38.34785,-75.582,20210416,4/16/2021 12:00:00 AM,,-75.5820030989638,38.3478556024542
67,2021,Q2,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Head On Left Turn,2,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE7191005G,Injury Crash,,6.01,20210621,6/23/2023 8:57:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,12,MD,,5.88,North,N,SNOW HILL RD,0,Feet,F,N,445,CO,,E COLLEGE AVE,38.34791,-75.58212,20210621,6/21/2021 12:00:00 AM,,-75.5821169306518,38.3479108675925
68,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Divided, Unprotected (painted >4 feet) Median",3,Not Applicable,0,DE41680001,Property Damage Crash,,6.01,20210618,6/23/2023 2:17:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,2830,MU,,0,West,W,E VINE ST,0,Feet,F,W,12,MD,,SNOW HILL RD,38.35805,-75.5881,20210618,6/18/2021 12:00:00 AM,,-75.5880972702728,38.3580467009945
69,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Rear End,3,Wet,1,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE41920027,Property Damage Crash,,7.01,20210604,6/23/2023 8:06:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2720,MU,,0.91,South,S,TRUITT ST,0,Feet,F,N,50,US,BU,E SALISBURY PKWY,38.36895,-75.58332,20210604,6/4/2021 12:00:00 AM,,-75.5833217227193,38.3689447862729
70,2021,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Same Direction Rear End,3,Wet,1,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE6197001W,Property Damage Crash,,7.01,20210425,6/23/2023 10:21:00 AM,22,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,5.46,North,N,S SALISBURY BLVD,100,Feet,F,S,1681,MU,,E MARKET ST,38.3607,-75.59071,20210425,4/25/2021 12:00:00 AM,,-75.5907138027997,38.3607014699969
71,2021,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Curb,4,ZVW2200003,Injury Crash,,6.01,20210415,6/23/2023 3:59:00 PM,,No,N,N,WICOMICO,UNK,Fixed Object,9,Fixed Object,9,1897,MU,,0.77,South,S,E NAYLOR MILL RD,75,Feet,F,N,1645,MU,,N MALL DR,38.32828,-75.61446,20210415,4/15/2021 12:00:00 AM,,-75.6144549497361,38.3282790333508
72,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Curb,4,DE11940033,Property Damage Crash,,6.01,20210425,6/23/2023 5:30:00 PM,22,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Fixed Object,9,50,US,BU,3.341,East,E,E SALISBURY PKWY,0,Feet,F,E,775,MU,,N DIVISION ST,38.34948,-75.60781,20210425,4/25/2021 12:00:00 AM,,-75.6078077331403,38.3494802780924
73,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2180005L,Property Damage Crash,,6.01,20210510,6/23/2023 4:26:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,370,MU,,0.68,South,S,CAMDEN AVE,0,Feet,F,S,2600,MU,,SOUTH BLVD,38.35442,-75.60608,20210510,5/10/2021 12:00:00 AM,,-75.6060786066424,38.3544183655152
74,2021,Q2,Dark No Lights,4,Wicomico,22,,133,Intersection Related,3,Single Vehicle,17,Wet,1,1,No Defects,1,"Two-way, Not Divided",1,Curb,4,ZVW290007D,Property Damage Crash,Raining,3,20210529,6/23/2023 8:08:00 AM,,No,N,N,WICOMICO,UNK,Fixed Object,9,Fixed Object,9,2538,MU,,0,West,W,SHAREN DR,22,Feet,F,W,774,CO,,PHILLIP MORRIS DR,38.3709,-75.5546,20210529,5/29/2021 12:00:00 AM,,-75.5545999998901,38.3708999996354
75,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Other,88,Dry,2,0,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE413900B4,Property Damage Crash,,6.01,20210621,6/23/2023 11:03:00 AM,,Yes,Y,N,SALISBURY,UNK,Fixed Object,9,Parked Vehicle,2,1632,MU,,0,East,E,E MAIN ST,0,Feet,F,E,775,MU,,N DIVISION ST,38.36544,-75.60062,20210621,6/21/2021 12:00:00 AM,,-75.6006149617111,38.3654457274384
76,2021,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Single Vehicle,17,Dry,2,0,No Defects,1,"Two-way, Not Divided",1,,88,DE2176000Q,Property Damage Crash,,6.01,20210522,6/23/2023 8:04:00 PM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Other Vehicle,1,1215,MU,,0.09,South,S,HEMLOCK ST,50,Feet,F,N,687,CO,,SHILOH ST,38.35449,-75.58711,20210522,5/22/2021 12:00:00 AM,,-75.5871150280361,38.3544933671752
77,2021,Q2,Dark No Lights,4,Wicomico,22,,133,Intersection Related,3,Same Direction Left Turn,9,Dry,2,0,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2149001C,Property Damage Crash,,6.01,20210511,6/23/2023 10:58:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,5.99,North,N,N SALISBURY BLVD,15,Feet,F,N,2160,MU,,PHILADELPHIA AVE,38.37268,-75.59342,20210511,5/11/2021 12:00:00 AM,,-75.5934239475571,38.3726843633927
78,2021,Q2,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,MSP5952006X,Injury Crash,,6.01,20210416,6/23/2023 10:07:00 PM,,No,N,N,MSP,UNK,Other Vehicle,1,Off Road,16,1896,MU,,3.39,West,W,NAYLOR MILL RD,0,Feet,F,W,2950,MU,,WEST RD,38.3991,-75.62103,20210416,4/16/2021 12:00:00 AM,,-75.6210300002343,38.3990999996653
79,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Other,88,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Sign Support Pole,9,DE2131001G,Property Damage Crash,,6.01,20210601,6/23/2023 9:49:00 AM,,Yes,Y,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,2720,MU,,0.91,South,S,TRUITT ST,0,Feet,F,S,50,US,BU,E SALISBURY PKWY,38.36894,-75.58325,20210601,6/1/2021 12:00:00 AM,,-75.5832528166641,38.3689419713949
80,2021,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Other,88,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Other Pole,10,DE2131001M,Property Damage Crash,,6.01,20210624,6/23/2023 5:53:00 AM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,1330,MU,,0.51,East,E,W ISABELLA ST,1,Feet,F,W,550,MU,,CLAIRBORNE ST,38.37138,-75.60598,20210624,6/24/2021 12:00:00 AM,,-75.605981350359,38.371374973876
81,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Movement Angle,11,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE3111009L,Injury Crash,,6.01,20210623,6/23/2023 1:21:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,7.02,North,N,N SALISBURY BLVD,0,Feet,F,S,25,MU,,ALEXANDER AVE,38.37288,-75.52193,20210623,6/23/2021 12:00:00 AM,,-75.5219320078559,38.3728741967868
82,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE61330023,Property Damage Crash,,6.01,20210422,6/23/2023 3:23:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2910,MU,,0.14,North,N,WAVERLY DR,0,Feet,F,N,1940,MU,,NORTH BLVD,38.35587,-75.60217,20210422,4/22/2021 12:00:00 AM,,-75.6021697654223,38.3558715440366
83,2021,Q2,Dark No Lights,4,Wicomico,22,,133,Intersection Related,3,Angle Meets Left Turn Head On,14,Dry,2,1,No Defects,1,One-way Trafficway,2,Not Applicable,0,DE21450006,Injury Crash,,6.01,20210423,6/23/2023 10:40:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2450,MU,,0.45,South,S,ROGER ST,10,Feet,F,N,2770,MU,,VAN BUREN ST,38.35305,-75.59373,20210423,4/23/2021 12:00:00 AM,,-75.5937243912676,38.3530529833086
84,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2186006R,Property Damage Crash,,6.01,20210617,6/23/2023 2:31:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,370,MU,,0.53,South,S,CAMDEN AVE,0,Feet,F,S,1940,MU,,NORTH BLVD,38.35849,-75.60503,20210617,6/17/2021 12:00:00 AM,,-75.605026697524,38.3584859361771
85,2021,Q2,,6.02,Wicomico,22,,133,Intersection,2,Single Vehicle,17,Dry,2,0,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Curb,4,DE41130037,Property Damage Crash,,6.01,20210419,6/23/2023 8:56:00 PM,,Yes,Y,N,SALISBURY,UNK,Fixed Object,9,Other Object,10,2890,MU,,0.14,North,N,WARD ST,0,Feet,F,N,50,US,BU,E SALISBURY PKWY,38.36734,-75.59058,20210419,4/19/2021 12:00:00 AM,,-75.590585849957,38.3673448329977
86,2021,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Other,88,Dry,2,1,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,,14.05,MSP7199002Q,Property Damage Crash,,6.01,20210522,6/23/2023 8:53:00 AM,,No,N,N,MSP,UNK,Off Road,16,Fixed Object,9,50,US,,13.186,East,E,SALISBURY BYPASS,2,Miles,M,W,50,US,UA,NAYLOR MILL RD,38.40304,-75.61539,20210522,5/22/2021 12:00:00 AM,,-75.6153947664553,38.4030423667119
87,2021,Q2,Daylight,1,Wicomico,22,,133,Non Intersection,1,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE11940034,Property Damage Crash,,6.01,20210614,6/23/2023 5:30:00 PM,22,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,5.77,North,N,N SALISBURY BLVD,0,Feet,F,N,1331,MU,,E ISABELLA ST,38.36987,-75.59416,20210614,6/14/2021 12:00:00 AM,,-75.5941606541908,38.3698729207987
88,2021,Q2,,6.02,Wicomico,22,,133,Non Intersection,1,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE61870011,Property Damage Crash,,6.01,20210510,6/23/2023 7:16:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1430,MU,,0.08,North,N,LAKE ST,200,Feet,F,N,50,US,BU,W SALISBURY PKWY,38.36736,-75.60484,20210510,5/10/2021 12:00:00 AM,,-75.6048354809726,38.3673639867586
89,2021,Q2,Dark No Lights,4,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE2180005K,Property Damage Crash,,6.01,20210427,6/23/2023 8:04:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1895,MU,,1.92,West,W,NAYLOR MILL RD,0,Feet,F,W,3083,MU,,JERSEY RD,38.41033,-75.60178,20210427,4/27/2021 12:00:00 AM,,-75.6017870724154,38.4103291604624
90,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Head On Left Turn,2,Dry,2,3,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE21960046,Property Damage Crash,,6.01,20210405,6/23/2023 6:28:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,850,MU,,0.19,East,E,ELIZABETH ST,0,Feet,F,E,13,US,BU,N SALISBURY BLVD,38.3709,-75.59445,20210405,4/5/2021 12:00:00 AM,,-75.594450764691,38.3709024466906
91,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Other,88,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE21310015,Property Damage Crash,,6.01,20210409,6/23/2023 3:56:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,2460,MU,,0.25,North,N,ROLAND ST,0,Feet,F,N,13,US,BU,S SALISBURY BLVD,38.35574,-75.60046,20210409,4/9/2021 12:00:00 AM,,-75.6004590003825,38.3557390001548
92,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Guardrail or Barrier,5,DE2186006Q,Injury Crash,,6.01,20210617,6/23/2023 12:36:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Fixed Object,9,2910,MU,,0.42,North,N,WAVERLY DR,0,Feet,F,N,1920,MU,,NEWTON ST,38.3601,-75.60143,20210617,6/17/2021 12:00:00 AM,,-75.6014218091691,38.3601012031081
93,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4192002F,Injury Crash,,6.01,20210629,6/23/2023 1:06:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1950,MU,,1.01,North,N,NORTHWOOD DR,0,Feet,F,N,1175,MU,,HARFORD RD,38.39678,-75.58157,20210629,6/29/2021 12:00:00 AM,,-75.5815748418055,38.3967778089488
94,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Rear End,3,Dry,2,2,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE41920024,Property Damage Crash,,6.01,20210524,6/23/2023 6:28:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,13,US,BU,5.77,North,N,N SALISBURY BLVD,0,Feet,F,N,1331,MU,,E ISABELLA ST,38.3702,-75.59444,20210524,5/24/2021 12:00:00 AM,,-75.5944394790986,38.3701981237444
95,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Left Turn,9,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4113003K,Property Damage Crash,,6.01,20210609,6/23/2023 6:38:00 PM,,No,N,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1080,MU,,0.97,East,E,GLEN AVE,0,Feet,F,E,895,MU,,EMORY CT,38.36047,-75.57092,20210609,6/9/2021 12:00:00 AM,,-75.5709120677377,38.3604715034572
96,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Single Vehicle,17,Dry,2,1,Shoulder Defect,2,"Two-way, Not Divided",1,Curb,4,DE4139009W,Property Damage Crash,,6.01,20210501,6/23/2023 2:17:00 PM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,960,MU,,0.32,East,E,FITZWATER ST,0,Feet,F,E,2120,MU,,PEARL ST,38.40525,-75.56835,20210501,5/1/2021 12:00:00 AM,,-75.5683545595153,38.4052504784269
97,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Wet,1,0,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE2145000C,Injury Crash,,7.01,20210615,6/23/2023 7:19:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,3.166,East,E,W SALISBURY PKWY,0,Feet,F,E,1780,MU,,MILL ST,38.36609,-75.60316,20210615,6/15/2021 12:00:00 AM,,-75.6031630846086,38.3660939030113
98,2021,Q2,Dark No Lights,4,Wicomico,22,,133,Not Applicable,0,Single Vehicle,17,Dry,2,1,No Defects,1,One-way Trafficway,2,Not Applicable,0,MSP597900B9,Property Damage Crash,,6.01,20210429,6/23/2023 9:37:00 PM,,No,N,N,MSP,UNK,Animal,8,Not Applicable,0,13,US,,8.74,North,N,SALISBURY BYPASS,200,Feet,F,S,50,US,,OCEAN GATEWAY,38.36442,-75.53725,20210429,4/29/2021 12:00:00 AM,,-75.5372449999567,38.3644200002828
99,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,2,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE2186006H,Injury Crash,,6.01,20210516,6/23/2023 3:15:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,5.864,East,E,E SALISBURY PKWY,0,Feet,F,E,774,CO,,PHILLIP MORRIS DR,38.36544,-75.55553,20210516,5/16/2021 12:00:00 AM,,-75.5555290382345,38.3654453614143
100,2021,Q2,Dark Lights On,3,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,2,No Defects,1,"Two-way, Divided, Unprotected (painted >4 feet) Median",3,Not Applicable,0,DE41120007,Injury Crash,,6.01,20210629,6/23/2023 10:00:00 PM,22,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,13,US,BU,6.25,North,N,N SALISBURY BLVD,0,Feet,F,N,1900,MU,,NAYLOR ST,38.37632,-75.59158,20210629,6/29/2021 12:00:00 AM,,-75.5915719089164,38.3763188934022
101,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE3160008C,Property Damage Crash,,6.01,20210422,6/23/2023 12:31:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,370,MU,,0.28,South,S,CAMDEN AVE,0,Feet,F,S,2990,MU,,WICOMICO ST,38.36195,-75.60696,20210422,4/22/2021 12:00:00 AM,,-75.6069552909539,38.3619510375104
102,2021,Q2,Daylight,1,Wicomico,22,,133,Intersection Related,3,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE11940032,Injury Crash,,6.01,20210401,6/23/2023 8:39:00 AM,22,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,631,MU,,0.53,West,W,W COLLEGE AVE,0,Feet,F,W,370,MU,,CAMDEN AVE,38.34948,-75.60781,20210401,4/1/2021 12:00:00 AM,,-75.6078077331403,38.3494802780924
